This file was created by using the 202604 CRSP database.
It contains value-weighted returns for the intersections of  2 ME portfolios
and  3 BE/ME portfolios. 

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME at the end of December of the prior year.

Missing data are indicated by -99.99 or -999.

The break points use Compustat firms plus the firms hand-collected from the
Moodys Industrial, Transportation, Utilities, and Financials Manuals.

The  portfolios  use Compustat firms plus the firms hand-collected from the
Moodys Industrial, Transportation, Utilities, and Financials Manuals.


  Average Value Weighted Returns -- Daily
,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19270806,   0.38,   0.00,  -0.43,  -0.19,  -0.07,  -0.08
19270808,  -0.51,  -0.33,  -1.12,  -1.16,  -1.05,  -1.60
19270809,   0.72,   0.23,   1.55,   0.97,   0.93,   1.07
19270810,   0.28,   0.07,   0.00,   0.27,   0.35,  -0.09
19270811,  -1.08,  -1.82,  -1.58,  -1.20,  -0.66,  -1.24
19270812,  -1.58,  -2.12,  -2.72,  -1.46,  -1.55,  -2.23
19270813,   0.87,   0.66,   0.86,   1.03,   0.75,   1.30
19270815,   1.00,   1.28,   2.04,   1.27,   1.15,   1.99
19270816,   0.58,   0.52,   0.77,   0.53,   0.70,   0.51
19270817,   1.10,   0.63,   0.79,   0.36,   0.25,   0.37
19270818,  -0.12,  -0.41,  -0.04,   0.01,   0.17,  -0.04
19270819,   0.21,   0.16,   0.33,   0.39,  -0.03,  -0.30
19270820,   0.40,   0.29,   0.22,   0.61,   0.11,   0.08
19270822,   0.15,   0.09,   0.42,   0.42,   0.37,   0.43
19270823,   0.18,  -0.16,   0.25,  -0.03,   0.24,   0.11
19270824,   0.44,   0.07,   0.14,   0.37,   0.00,   0.20
19270825,   0.16,  -0.45,  -0.61,   0.27,  -0.16,  -0.52
19270826,  -0.39,   0.06,   0.01,   0.52,  -0.03,   0.04
19270827,  -0.07,   0.29,   0.14,   0.03,  -0.18,  -0.44
19270829,  -0.20,  -0.23,   0.41,  -0.10,   0.08,  -0.07
19270830,  -0.09,  -0.54,  -0.85,   0.07,  -0.05,  -0.61
19270831,  -0.76,  -0.53,  -0.25,  -0.43,  -0.66,  -0.57
19270901,   1.55,   0.51,   0.41,   0.80,   0.82,   1.19
19270902,   1.09,   0.63,   0.69,   0.44,   0.64,   1.33
19270903,   0.83,  -0.01,   0.31,   0.66,   0.37,   0.51
19270906,  -0.12,   0.74,   0.32,   1.02,   0.80,   1.05
19270907,   0.31,   0.21,   0.20,   0.27,   0.64,   0.89
19270908,  -0.69,   0.47,  -0.20,  -0.07,   0.15,  -0.23
19270909,  -0.73,  -0.65,  -1.06,  -0.66,  -0.26,  -1.50
19270910,   0.10,   0.26,   0.71,   0.51,   0.42,   0.39
19270912,   0.12,  -0.24,  -0.19,  -0.49,  -0.18,  -0.80
19270913,   0.98,   0.53,   0.38,   1.43,   1.16,   1.54
19270914,   0.06,  -0.12,   0.16,   0.66,  -0.11,   0.13
19270915,  -0.61,   0.56,  -0.11,   0.37,   0.18,  -0.17
19270916,  -0.18,  -0.58,   0.13,   0.30,  -0.07,   0.20
19270917,   0.14,  -0.03,  -0.30,  -0.33,  -0.23,  -0.33
19270919,  -0.60,  -0.61,  -0.60,  -0.04,  -0.70,  -0.10
19270920,   0.81,   0.86,   0.61,   0.15,   0.68,   1.16
19270921,  -0.41,   0.23,   0.02,  -0.18,   0.03,  -0.67
19270922,  -0.80,  -1.07,  -1.56,  -1.25,  -1.05,  -1.37
19270923,   0.46,   0.36,   0.63,   0.60,   0.35,   0.72
19270924,   0.52,   0.16,   0.34,   0.81,   0.57,   0.65
19270926,  -0.80,  -0.75,  -1.00,  -1.13,  -0.89,  -0.87
19270927,  -0.57,  -0.12,  -0.27,   0.31,   0.13,   0.11
19270928,  -0.39,  -0.24,  -0.19,  -0.57,  -0.25,   0.19
19270929,   0.24,   0.49,  -0.19,   0.18,   0.08,   0.63
19270930,   0.91,   0.65,   1.17,   1.40,   1.07,   1.19
19271001,   0.12,   0.41,   0.50,   0.33,   0.46,   0.42
19271003,  -0.08,   0.08,   0.71,   0.19,   0.67,   0.56
19271004,   0.11,  -0.28,  -1.10,  -0.04,  -0.76,  -1.34
19271005,  -0.17,  -0.35,  -0.29,  -0.10,  -0.40,  -0.41
19271006,   0.08,   0.38,   0.64,   0.26,   0.23,   0.83
19271007,  -0.09,  -0.47,  -0.78,  -0.60,  -0.87,  -1.42
19271008,  -0.76,  -0.51,  -0.15,  -0.23,  -0.39,  -0.41
19271010,  -1.07,  -0.40,  -1.18,  -0.19,  -0.73,  -0.83
19271011,   0.53,   0.45,   0.15,   0.05,   0.09,   0.21
19271013,   1.92,   0.36,   0.02,   0.74,   0.66,   0.90
19271014,   0.82,   0.38,   0.78,  -0.06,   0.03,  -0.04
19271015,   0.34,  -0.13,   0.87,   0.17,  -0.12,  -0.15
19271017,  -1.22,  -0.92,  -1.78,  -1.43,  -1.14,  -1.41
19271018,  -0.02,   0.27,  -0.41,   0.44,   0.40,   0.62
19271019,  -0.59,  -0.38,  -0.53,  -1.21,  -0.51,  -0.38
19271020,  -0.87,  -1.06,  -1.21,  -1.32,  -1.02,  -0.50
19271021,   0.25,   0.36,  -0.87,  -0.89,  -0.44,  -1.38
19271022,  -0.78,  -0.67,  -0.49,  -0.80,  -0.62,  -0.46
19271024,   0.47,   0.44,  -0.09,   0.49,   0.45,   0.17
19271025,   2.06,   1.21,   1.03,   2.08,   1.21,   1.63
19271026,   0.30,   0.29,   1.05,   0.03,   0.15,  -0.53
19271027,   0.03,  -0.09,  -0.26,  -0.45,  -0.41,  -0.50
19271028,  -0.84,  -1.19,  -2.34,  -1.56,  -1.43,  -2.02
19271029,  -1.38,  -0.73,  -1.11,  -0.37,  -0.58,  -0.63
19271031,   0.69,   0.40,   0.65,   0.92,   0.68,   0.32
19271101,   0.17,   0.25,   0.08,  -0.17,   0.15,   0.23
19271102,   0.48,   0.12,   0.57,   1.13,   0.95,   0.69
19271103,   0.69,   0.88,   1.02,   1.07,   1.35,   1.24
19271104,  -0.09,  -0.04,   0.33,  -0.11,  -0.02,  -0.30
19271105,   1.06,   0.32,   0.81,   0.63,   0.64,   0.87
19271107,   1.68,   0.21,   1.12,   0.70,   0.59,   0.70
19271109,  -0.11,  -0.43,  -0.97,  -0.96,  -0.70,  -0.95
19271110,   0.25,   0.28,  -0.15,   0.20,   0.39,  -0.18
19271111,   0.84,   0.28,   0.47,   1.10,   0.69,   0.89
19271112,   0.71,   0.48,   0.45,   0.38,   0.48,   0.28
19271114,   1.14,   0.37,   1.21,   0.46,   0.70,   0.61
19271115,  -0.75,   0.38,   0.51,   0.05,   0.30,   0.16
19271116,   0.43,   0.62,   0.34,   0.05,  -0.23,   0.37
19271117,  -0.17,   0.84,   0.27,   0.18,   0.22,  -0.39
19271118,   0.25,   0.98,   0.63,   0.78,   0.46,   0.27
19271119,   0.67,   0.72,   0.60,   0.34,   0.05,   0.36
19271121,  -0.60,  -0.13,  -0.34,  -0.74,  -0.54,  -0.16
19271122,   0.50,   0.21,   0.25,   0.43,   0.47,   0.39
19271123,   0.71,   0.30,   0.55,   0.18,   0.34,   0.52
19271125,   0.82,   0.33,   0.79,   0.14,   0.34,   1.03
19271126,   0.35,   0.69,   0.42,  -0.03,   0.00,  -0.09
19271128,  -0.72,  -1.08,  -0.30,  -0.77,  -0.68,  -1.11
19271129,   1.29,   0.62,   1.12,   0.85,   0.49,   0.63
19271130,   0.26,   0.57,   0.23,   0.93,   0.14,   0.42
19271201,  -0.72,  -0.56,  -0.80,  -0.73,  -0.16,  -0.53
19271202,  -0.17,  -0.82,   0.88,   0.16,   0.42,   1.03
19271203,  -0.14,   0.28,   0.43,   0.54,   0.34,   0.46
19271205,  -0.34,   0.09,   0.02,  -0.36,  -0.48,  -0.49
19271206,   0.09,   0.56,   0.01,   0.12,  -0.11,  -0.29
19271207,   0.06,  -0.75,  -1.04,  -0.39,  -0.67,  -0.34
19271208,  -0.52,  -0.37,  -0.99,  -0.99,  -0.89,  -0.83
19271209,   1.48,   1.12,   1.09,   1.22,   1.00,   1.42
19271210,   0.54,   0.36,   0.38,   0.01,   0.06,  -0.26
19271212,   1.80,   1.10,   0.93,   0.66,   0.42,   0.35
19271213,   0.62,   0.01,  -0.10,   0.49,   0.30,   0.59
19271214,  -0.24,  -0.73,  -0.25,  -0.50,  -0.30,  -0.55
19271215,   1.11,   0.39,   0.99,   0.45,   0.45,   1.02
19271216,   0.91,   0.36,   0.13,   0.72,   0.72,   0.76
19271217,  -0.70,   0.53,   0.21,   0.03,   0.03,   0.41
19271219,   0.31,   0.64,   0.17,   0.46,   0.09,  -0.10
19271220,   0.08,  -0.29,   0.01,  -0.02,   0.16,   0.44
19271221,   0.10,  -0.25,   0.05,  -0.20,   0.00,   0.39
19271222,  -0.96,  -0.42,  -0.30,  -0.01,   0.06,  -0.25
19271223,  -0.26,   0.25,  -0.21,   0.15,   0.31,   0.27
19271224,  -0.32,   0.16,   0.54,   0.22,   0.01,   0.17
19271227,   0.16,  -0.10,   0.32,   0.22,  -0.10,  -0.49
19271228,  -0.70,  -0.12,  -0.77,  -0.69,  -0.63,  -1.05
19271229,   0.88,   0.19,  -0.94,   0.28,   0.22,  -0.10
19271230,   1.81,   0.87,   1.08,   0.29,   0.41,   0.94
19271231,   0.73,   0.19,   0.63,   0.34,   0.20,   0.48
19280103,   1.63,   0.88,   1.25,   0.42,   0.29,   0.55
19280104,  -0.04,   0.54,   0.24,  -0.05,  -0.33,  -0.42
19280105,  -0.89,  -0.55,  -0.84,  -0.94,  -0.57,  -0.46
19280106,   1.23,   0.55,   1.52,   0.69,   0.50,   0.52
19280107,  -0.60,   0.24,   0.42,   0.18,   0.17,  -0.26
19280109,  -1.22,  -0.34,  -1.04,  -0.99,  -0.73,  -1.25
19280110,  -1.51,  -0.83,  -1.47,  -0.95,  -0.67,  -0.79
19280111,   0.50,   0.24,   0.84,  -0.02,   0.24,   0.22
19280112,   0.80,   0.55,   0.79,   0.72,   0.30,   0.50
19280113,   1.14,   0.40,   1.23,   0.55,   0.71,   0.69
19280114,  -1.10,  -0.31,  -0.84,  -0.73,  -0.58,  -1.00
19280116,  -1.28,  -1.23,  -1.74,  -0.75,  -0.94,  -1.05
19280117,   0.36,   0.14,   1.03,   0.13,   0.18,   0.28
19280118,  -0.67,  -0.58,  -0.73,  -0.21,  -0.33,  -0.42
19280119,   0.85,   0.81,   0.67,   0.62,   0.45,   0.57
19280120,   0.56,   0.98,   0.51,   0.53,   0.64,   0.47
19280121,   0.60,   0.52,   0.42,   0.39,   0.08,  -0.23
19280123,   1.67,   0.43,   0.91,   0.70,   0.51,   1.31
19280124,   1.31,   0.00,   0.78,   0.26,   0.31,   0.14
19280125,  -1.14,  -1.51,  -1.59,  -1.04,  -1.00,  -1.27
19280126,   1.61,   0.98,   1.19,   0.50,   0.47,   0.49
19280127,   0.07,   0.29,   0.09,   0.34,   0.31,   0.09
19280128,  -0.24,   0.03,   0.05,  -0.62,  -0.32,  -0.59
19280130,  -1.17,   0.09,  -1.54,  -0.43,  -0.39,  -0.62
19280131,   0.79,   0.37,   1.52,   0.32,   0.33,   0.25
19280201,   0.25,  -0.17,   0.00,  -0.13,  -0.19,  -1.17
19280202,   0.53,   0.59,   0.85,   0.53,   0.47,   0.57
19280203,  -1.40,  -1.26,  -2.20,  -1.19,  -1.00,  -1.26
19280204,  -0.35,  -0.14,  -0.31,   0.04,   0.15,   0.35
19280206,   0.57,   0.43,   0.67,   0.24,   0.19,   0.27
19280207,  -0.26,  -0.80,  -0.87,  -0.08,  -0.24,  -0.81
19280208,  -0.03,   0.20,  -0.13,   0.21,   0.01,  -0.09
19280209,   0.35,   0.31,   0.30,   0.55,   0.39,   0.37
19280210,  -0.24,  -0.57,  -0.66,  -0.13,   0.06,   0.07
19280211,   0.07,  -0.07,   0.59,  -0.17,   0.05,   0.41
19280214,   0.54,   0.01,  -0.14,  -0.35,  -0.47,  -0.51
19280215,  -0.96,  -0.52,  -0.86,  -0.15,  -0.26,  -0.33
19280216,  -1.02,  -0.81,  -0.89,  -0.27,  -0.33,  -0.25
19280217,  -2.65,  -1.53,  -3.14,  -1.57,  -1.47,  -2.22
19280218,  -1.44,  -0.97,  -0.85,  -0.39,  -0.36,  -0.70
19280220,   0.40,  -0.33,   0.48,  -0.19,  -0.10,   0.33
19280221,   1.55,   1.24,   1.72,   1.00,   1.01,   1.27
19280223,   0.15,   0.22,   0.30,   0.29,   0.27,  -0.12
19280224,  -0.27,   0.65,   0.18,   0.32,   0.38,   0.79
19280225,  -0.33,   0.22,   0.46,   0.03,   0.10,   0.69
19280227,  -1.02,   0.17,  -0.94,  -0.42,  -0.49,  -1.03
19280228,  -0.22,   0.41,   0.81,   0.43,   0.35,   0.15
19280229,   0.87,   0.98,   0.53,   0.73,   0.27,   0.58
19280301,   0.30,   0.44,  -0.16,   0.26,   0.24,   0.39
19280302,   0.41,  -0.12,  -0.34,   0.25,   0.04,  -0.39
19280303,   0.55,   0.30,   0.18,   0.83,   0.25,  -0.04
19280305,   0.23,   0.51,   0.84,   0.82,   0.62,   0.42
19280306,   0.23,   0.77,   0.47,   0.61,   0.04,   0.06
19280307,  -0.38,  -0.18,  -0.33,  -0.43,  -0.47,  -0.66
19280308,   0.23,   0.55,   0.76,   0.34,   0.35,   0.94
19280309,   0.64,   0.50,   0.75,   1.76,   0.96,   0.90
19280310,  -0.36,  -0.82,  -0.63,  -0.26,  -0.24,  -0.15
19280312,   0.11,   0.27,   0.38,   0.64,   0.38,   0.27
19280313,   0.02,  -0.57,  -0.07,  -0.16,  -0.41,  -0.18
19280314,   0.41,  -0.55,   0.87,   0.10,   0.08,   0.62
19280315,  -0.04,   0.85,   0.32,   0.81,   0.69,   0.92
19280316,   0.19,   0.72,   0.62,   1.18,   0.87,   1.19
19280317,   0.20,   0.03,   0.56,  -0.14,   0.44,   0.52
19280319,   1.30,   1.23,   0.70,   0.25,   0.00,  -0.66
19280320,   0.33,   0.86,   0.81,   0.92,  -0.08,   0.04
19280321,   0.73,   0.95,   1.54,   0.90,   0.83,   1.04
19280322,  -0.56,  -0.54,  -0.97,  -0.28,  -0.29,  -0.60
19280323,   0.17,   0.18,   0.11,   1.32,   0.25,   0.04
19280324,  -0.88,  -0.13,  -0.37,   0.41,  -0.23,  -0.22
19280326,   0.70,   1.15,   0.93,   1.35,   0.58,   0.57
19280327,  -0.38,  -0.15,  -0.02,  -0.82,   0.02,   1.00
19280328,   0.90,   0.63,   0.18,  -0.41,   0.36,   0.34
19280329,   0.38,   0.71,   0.63,   0.11,   0.14,   0.67
19280330,   2.08,   1.00,   1.22,   2.05,   0.96,   1.51
19280331,  -0.63,  -0.25,   0.10,  -0.63,  -0.38,  -1.09
19280402,  -0.27,  -0.02,   0.05,  -1.23,  -0.63,  -0.52
19280403,   2.17,   0.38,   0.66,   0.56,   0.56,   1.31
19280404,   0.09,   0.09,   0.52,  -0.10,  -0.21,  -0.28
19280405,   0.43,   1.05,   1.23,   1.48,   0.81,   1.20
19280409,   1.11,   1.72,   1.12,   0.23,   0.31,   0.49
19280410,  -0.97,  -0.02,  -0.81,  -0.72,  -0.77,  -1.30
19280411,   1.10,   1.66,   2.20,   1.46,   1.16,   2.28
19280412,  -0.44,   0.03,   0.14,  -0.10,  -0.24,  -1.55
19280413,   1.70,   0.96,   1.14,   1.58,   1.01,   1.06
19280414,  -0.22,  -0.44,  -0.61,  -0.59,  -0.39,  -0.59
19280416,  -0.48,   0.65,   0.26,   0.28,   1.04,   0.02
19280417,  -0.49,  -0.20,  -1.08,  -0.84,  -0.58,  -0.79
19280418,   0.26,   0.38,   0.11,   0.18,  -0.09,   0.09
19280419,   0.55,   1.74,   1.48,   0.52,   0.55,   0.85
19280420,  -1.48,  -1.30,  -1.06,  -1.43,  -0.93,  -1.60
19280423,  -0.74,  -0.12,  -0.69,  -0.96,  -0.20,  -0.37
19280424,   0.80,   0.26,   0.53,   0.50,   0.22,   0.77
19280425,   0.31,   0.87,   1.73,   0.29,   1.03,   1.80
19280426,   0.94,   0.37,   1.54,   0.45,   0.93,   1.06
19280427,   0.15,   1.19,   1.31,   1.22,   0.82,   0.98
19280428,   0.29,   0.77,   0.02,   0.21,   1.02,   0.37
19280430,   0.18,   0.31,  -0.15,  -0.02,   0.41,  -0.76
19280501,  -0.01,   0.28,   1.04,   0.40,   0.09,   0.28
19280502,   1.25,   0.20,   0.32,   0.24,  -0.31,   0.76
19280503,   0.77,   0.29,   0.21,   0.65,   0.16,  -0.21
19280504,   0.55,   0.65,   0.32,   1.57,   0.66,   1.33
19280507,   0.84,   0.71,   0.92,   1.00,   0.06,   0.46
19280508,  -0.60,  -0.53,  -1.00,  -0.47,  -0.60,  -0.68
19280509,  -0.10,   0.05,   0.13,  -0.27,   0.44,   0.76
19280510,   1.00,  -0.29,   0.00,  -0.29,  -0.08,  -0.12
19280511,   1.50,   1.57,   0.50,   0.72,   0.55,   0.55
19280514,   1.08,   0.68,   1.21,   0.42,   0.39,   0.45
19280515,   1.27,   0.24,   0.48,   0.05,  -0.17,  -0.33
19280516,  -1.36,  -2.04,  -1.87,  -1.53,  -1.36,  -1.84
19280517,   0.35,  -0.29,   0.11,   0.91,   0.32,  -0.17
19280518,  -1.30,  -0.68,   0.57,  -1.02,  -0.29,  -0.50
19280521,  -0.81,  -0.60,  -0.68,  -1.03,  -1.37,  -1.50
19280522,  -1.52,  -1.40,  -2.65,  -1.53,  -1.03,  -1.53
19280523,   2.11,   1.85,   1.28,   1.96,   1.35,   2.31
19280524,   0.97,   0.73,   1.52,   0.46,   0.42,   0.48
19280525,   0.86,   0.42,   0.45,  -0.04,   0.50,   0.31
19280528,  -2.17,  -1.71,  -2.31,  -1.54,  -1.28,  -1.94
19280529,   0.38,   0.47,   0.61,   1.17,   0.52,   0.74
19280531,   1.57,   1.44,   1.57,   0.82,   1.03,   1.16
19280601,  -0.05,   0.79,  -0.09,   0.61,   0.19,  -0.03
19280602,   0.79,   0.89,   0.99,   0.85,   0.32,   0.52
19280604,  -1.47,  -1.71,  -2.13,  -2.13,  -1.48,  -1.82
19280605,   0.89,   0.25,   0.69,   0.29,   0.16,   0.36
19280606,  -0.82,  -0.44,  -0.26,  -0.81,  -0.77,  -1.15
19280607,  -0.49,  -1.66,  -1.61,  -0.24,  -0.55,  -0.67
19280608,  -1.27,  -1.78,  -2.13,  -1.22,  -1.55,  -1.84
19280609,  -1.29,  -1.37,  -1.86,  -1.28,  -1.28,  -1.25
19280611,  -2.85,  -3.67,  -3.50,  -2.27,  -1.98,  -2.35
19280612,  -5.23,  -5.90,  -4.70,  -2.09,  -1.62,  -2.32
19280613,   2.70,   4.02,   3.80,   3.02,   3.03,   3.35
19280614,   2.12,   1.88,   3.57,   0.76,   1.09,   1.16
19280615,  -2.20,  -1.36,  -1.09,  -1.58,  -0.85,  -1.69
19280616,  -0.80,  -0.14,  -0.73,   0.02,   0.12,  -0.08
19280618,  -2.11,  -1.89,  -2.00,  -1.84,  -2.09,  -2.26
19280619,  -1.49,  -2.10,  -1.71,  -0.53,  -0.31,  -0.63
19280620,   1.26,   1.43,   1.82,   1.42,   1.17,   1.72
19280621,   0.59,   0.67,   1.00,   0.08,   0.06,   0.62
19280622,  -0.32,   0.50,   0.33,  -0.06,  -0.04,   0.15
19280623,  -0.67,  -0.66,  -0.69,  -0.67,  -0.61,  -1.17
19280625,  -0.96,  -0.20,  -0.26,   0.03,   0.22,   0.38
19280626,   1.08,   0.58,   1.01,   1.18,   0.76,   1.21
19280627,   1.71,   1.81,   1.39,   1.19,   0.92,   1.05
19280628,   1.08,   0.85,   1.06,   1.08,   0.59,   0.60
19280629,   0.43,   0.57,   0.61,   0.51,   0.43,   1.00
19280630,   0.13,   0.23,  -0.05,   0.20,   0.06,  -0.18
19280702,  -1.06,  -1.08,  -1.70,  -1.43,  -0.94,  -1.38
19280703,   0.95,   1.49,   1.60,   1.94,   1.42,   1.55
19280705,   0.68,   1.04,   1.11,   1.31,   0.62,   0.97
19280706,  -0.25,  -0.05,   0.01,  -0.56,  -0.16,  -0.20
19280707,  -0.14,   0.31,   0.65,   0.25,   0.23,   0.24
19280709,   0.65,  -0.13,  -0.25,   0.18,  -0.28,   0.16
19280710,  -0.14,  -0.25,  -0.52,   0.22,  -0.53,  -0.88
19280711,  -1.46,  -2.45,  -2.52,  -2.88,  -1.86,  -2.15
19280712,  -1.59,  -0.96,  -1.06,  -1.16,  -0.20,  -0.33
19280713,   0.81,   0.71,   0.47,   0.84,   0.53,   0.99
19280714,  -0.06,   0.09,   0.63,  -0.12,   0.09,  -0.15
19280716,  -1.21,  -1.23,  -1.53,  -1.36,  -1.08,  -1.15
19280717,   0.11,   0.15,  -0.04,   0.94,   0.10,   0.16
19280718,   0.96,   0.38,   0.80,   1.32,   0.56,   0.60
19280719,  -0.21,   0.51,   0.51,  -0.29,  -0.11,   0.17
19280720,  -0.46,   0.41,   0.02,   0.16,   0.10,  -0.09
19280721,   0.08,  -0.08,   0.00,  -0.43,  -0.11,   0.02
19280723,   0.67,   0.39,   0.10,   0.82,   0.41,   0.68
19280724,  -0.17,   0.19,   0.74,  -0.11,   0.16,   0.20
19280725,   0.47,   0.30,   0.13,   0.55,   0.43,   0.20
19280726,  -0.19,   0.11,   0.32,   0.19,   0.23,   0.25
19280727,   1.03,   0.11,   0.06,   1.13,   0.60,   0.52
19280728,  -0.05,   0.27,   0.12,   0.41,   0.13,   0.30
19280730,   0.17,  -0.51,  -0.16,  -0.28,  -0.08,   0.19
19280731,   0.08,  -0.04,  -0.36,  -0.19,  -0.09,   0.03
19280801,   0.31,   0.25,   0.11,   0.06,   0.51,   0.28
19280802,  -0.35,  -0.08,  -0.58,  -0.62,  -0.29,  -0.42
19280803,  -0.07,   0.24,   0.22,   0.17,   0.11,   0.26
19280804,   0.11,   0.32,   0.65,   0.35,   0.08,   0.21
19280806,   0.62,   0.66,   0.18,   0.83,   0.77,   0.63
19280807,  -0.19,  -0.47,   0.30,  -0.46,  -0.32,   0.05
19280808,  -0.70,  -0.59,  -1.34,  -1.42,  -0.92,  -0.76
19280809,   0.13,  -0.25,   0.12,   0.32,   0.02,  -0.26
19280810,  -0.40,  -0.16,  -0.44,  -0.50,  -0.10,  -0.55
19280811,   0.53,   0.04,   0.20,   0.13,   0.21,   0.19
19280813,  -0.22,  -0.22,   0.34,  -0.07,   0.02,  -0.19
19280814,  -0.05,  -0.10,  -0.37,  -1.13,  -0.30,  -0.71
19280815,   0.68,   0.79,   0.90,   2.16,   0.88,   1.34
19280816,   0.76,   0.74,   0.72,   0.84,   0.70,   1.32
19280817,   0.22,   0.09,  -0.39,   0.48,   0.26,   0.13
19280818,   0.38,   0.21,   0.78,   0.21,   0.27,   0.83
19280820,   0.40,   0.01,   0.41,   0.34,   0.08,   0.18
19280821,   0.71,   0.43,   0.41,   1.19,   1.01,   0.56
19280822,   0.18,  -0.01,  -0.09,   0.63,  -0.21,  -0.33
19280823,   0.26,   0.02,   0.01,  -0.06,  -0.02,   0.26
19280824,   1.03,   1.24,   0.86,   1.77,   0.89,   1.56
19280825,   0.12,   0.19,   0.17,   0.45,   0.09,   0.26
19280827,   0.16,  -0.13,  -0.55,   0.06,  -0.51,  -0.45
19280828,   0.41,   0.61,  -0.22,   0.58,   0.67,   0.70
19280829,   0.27,   0.10,   0.54,   0.30,   0.30,   0.20
19280830,   0.21,   0.11,   0.54,   0.34,   0.24,   0.19
19280831,   0.45,   0.88,   0.26,   1.55,   0.85,   1.21
19280901,   0.65,   0.28,   0.44,   0.18,   0.21,   0.54
19280904,   0.37,   0.44,   0.06,   0.12,   0.60,   0.23
19280905,   0.13,   0.39,   0.32,   0.37,   0.44,  -0.02
19280906,  -0.58,   0.07,  -0.02,  -0.62,  -0.27,  -0.18
19280907,   0.83,   1.46,   0.52,   0.67,   0.50,   0.59
19280908,  -0.11,   0.15,  -0.31,  -0.38,  -0.35,  -0.09
19280910,   0.06,  -0.26,  -0.07,  -0.25,  -0.53,  -0.16
19280911,   0.26,   0.65,   0.69,   0.83,   0.50,   0.82
19280912,   0.19,   0.21,   0.56,   0.41,   0.31,   0.40
19280913,   0.45,  -0.20,  -0.31,  -0.18,  -0.01,  -0.05
19280914,   0.41,   0.36,   0.59,  -0.05,   0.34,   0.62
19280915,   0.63,   0.46,   0.68,   0.35,   0.55,   1.72
19280917,   1.35,   0.37,   1.87,   0.66,   0.38,   0.38
19280918,   0.80,  -0.27,  -0.63,  -0.70,  -0.60,  -0.70
19280919,  -0.25,   0.02,   0.50,  -0.15,  -0.05,   0.01
19280920,   0.51,   0.22,   1.04,   0.60,  -0.28,  -0.15
19280921,  -0.34,   0.59,   0.35,   0.85,   0.63,   0.51
19280922,  -0.18,  -0.23,   0.57,  -0.50,  -0.08,   0.14
19280924,   0.50,   0.34,   0.02,   0.61,   0.60,   0.91
19280925,  -0.32,  -0.09,   0.32,  -0.08,  -0.21,  -0.51
19280926,  -0.25,  -0.02,  -0.23,   0.10,  -0.24,  -1.01
19280927,  -0.90,  -1.35,  -1.47,  -1.40,  -0.99,  -0.88
19280928,   0.15,  -0.18,  -0.47,   0.21,  -0.30,  -0.10
19280929,   1.25,   1.00,   1.05,   1.35,   0.82,   1.17
19281001,   0.95,  -0.04,   0.71,  -0.13,  -0.30,  -0.43
19281002,  -0.78,   0.04,  -0.59,  -0.50,  -0.36,  -0.79
19281003,   0.31,   0.22,   0.37,  -0.34,  -0.36,  -0.10
19281004,  -0.40,   0.82,   0.66,   0.44,   0.14,  -0.03
19281005,   0.24,  -0.01,   0.08,  -0.39,  -0.34,  -0.34
19281006,  -0.09,   0.01,   0.01,  -0.21,   0.06,   0.08
19281008,  -0.19,   0.10,  -0.96,  -0.30,  -0.23,  -0.08
19281009,   0.78,   0.19,  -0.56,   0.52,  -0.14,  -0.24
19281010,   1.24,   0.95,   0.86,   1.02,   0.83,   1.31
19281011,   1.12,   0.53,   0.18,   0.35,   0.40,  -0.41
19281013,   1.41,   0.75,   0.65,   0.68,   0.36,   0.53
19281015,   0.33,  -0.22,   0.04,   0.30,   0.32,   0.92
19281016,   0.02,   0.06,   0.72,   0.19,   0.48,   0.61
19281017,   1.12,   0.62,   1.38,   0.11,   0.31,   0.30
19281018,   0.05,  -0.05,  -0.16,   0.64,  -0.02,   0.11
19281019,   0.44,   0.50,  -0.25,   0.79,   0.10,   0.37
19281020,   0.38,  -0.42,  -0.32,  -0.80,  -0.16,  -0.16
19281022,   1.11,  -0.42,  -0.20,  -0.31,   0.17,  -0.20
19281023,   0.38,   0.81,   0.86,   0.67,   0.70,   0.96
19281024,   0.26,   1.14,   0.56,   0.30,   0.09,   1.27
19281025,  -0.32,  -0.26,  -0.28,  -0.55,   0.02,  -0.13
19281026,  -1.47,  -1.52,  -1.50,  -1.33,  -0.60,  -1.41
19281027,   1.15,   0.87,   1.11,   1.10,   0.57,   1.01
19281029,   0.62,   0.31,   1.22,   0.45,   0.88,   1.05
19281030,  -1.36,  -1.16,  -1.60,  -1.01,  -0.99,  -1.12
19281031,  -0.62,  -0.69,  -1.26,  -0.33,  -0.50,  -0.83
19281101,   1.95,   0.77,   0.92,   1.28,   1.22,   1.76
19281102,  -0.98,   0.01,  -0.13,  -0.13,   0.03,  -0.36
19281103,   0.41,   0.03,  -0.36,   0.04,   0.00,   0.13
19281105,   0.78,   0.77,   1.02,   0.99,   1.28,   1.20
19281107,   1.09,   1.18,   1.92,   0.86,   1.54,   1.73
19281108,  -0.41,   0.12,  -0.63,  -0.41,  -0.08,  -0.46
19281109,   0.49,   0.77,   0.55,   0.69,   0.73,   1.53
